siteName,latitude,longitude,age,pollenPercentage,pollenSum,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12
Benicia State Park,38.0734722222,-122.193055556,1734.0,0.0691723186215,2891.33,215.5,193.5,118.4,50.7,19.4,8.6,0.8,1.8,5.7,32.6,73.7,159.2,4.17,5.4,5.62,6.1,8.0,10.27,11.29,11.08,10.35,8.5,5.95,4.32,12.74,14.79,16.29,18.26,21.48,25.08,27.36,27.26,26.45,22.9,17.57,13.38
China Camp,38.0075,-122.493333333,89.0,2.20588235294,544.0,170.4,147.1,96.7,44.2,17.3,7.7,0.8,2.1,7.4,43.2,87.5,151.3,2.87,4.39,5.32,6.32,8.3,10.32,11.23,11.18,10.75,8.83,5.74,3.36,11.63,14.06,16.25,18.61,21.69,24.8,26.76,26.74,26.24,22.76,17.11,12.41
China Camp,38.0075,-122.493333333,135.0,0.706713780919,566.0,165.9,141.2,104.9,51.1,19.9,8.8,1.0,3.0,12.3,78.5,141.9,181.5,3.86,5.24,5.81,6.46,8.2,10.12,11.0,10.99,10.65,8.98,6.24,4.22,12.62,15.02,16.98,19.09,22.01,25.05,26.92,26.78,26.2,22.83,17.48,13.16
China Camp,38.0075,-122.493333333,434.0,0.980392156863,408.0,183.8,159.6,102.6,46.7,18.5,8.3,0.9,2.1,7.2,41.3,85.0,155.9,3.83,5.01,5.44,6.17,8.24,10.62,11.81,11.85,11.35,9.45,6.52,4.36,12.3,14.41,16.17,18.44,21.87,25.6,27.97,27.93,27.11,23.38,17.71,13.14
China Camp,38.0075,-122.493333333,693.0,1.43442622951,488.0,137.0,126.3,105.6,56.3,22.3,9.4,1.0,2.9,11.9,72.3,121.3,147.5,2.44,3.85,4.66,5.63,7.68,9.85,10.88,10.88,10.43,8.49,5.38,3.0,11.33,13.51,15.33,17.63,21.07,24.78,27.08,26.94,26.01,22.23,16.57,12.07
China Camp,38.0075,-122.493333333,859.0,4.42857142857,700.0,147.1,137.4,106.3,54.3,22.0,9.6,1.0,2.6,9.0,50.9,92.6,138.1,3.21,4.47,4.94,5.58,7.44,9.55,10.58,10.63,10.27,8.53,5.74,3.65,12.24,14.13,15.43,17.25,20.41,24.05,26.42,26.45,25.78,22.36,17.12,12.95
China Camp,38.0075,-122.493333333,955.0,0.61099796334,491.0,177.7,159.4,118.0,52.7,17.5,6.5,0.7,2.0,8.8,61.4,123.6,177.5,3.64,4.86,5.16,5.79,7.88,10.33,11.45,11.24,10.43,8.42,5.68,3.89,12.5,14.39,15.61,17.54,21.07,25.17,27.68,27.4,26.14,22.3,16.99,13.03
China Camp,38.0075,-122.493333333,1172.0,1.59680638723,501.0,168.3,154.9,105.3,47.7,18.0,7.6,0.7,1.8,6.2,36.1,75.3,138.5,3.01,4.37,5.06,6.06,8.34,10.81,11.96,11.81,11.03,8.86,5.73,3.48,11.66,13.78,15.51,17.82,21.41,25.33,27.74,27.54,26.43,22.52,16.84,12.39
China Camp,38.0075,-122.493333333,1491.0,1.62790697674,430.0,133.1,137.6,110.4,60.6,27.0,12.4,1.2,2.5,7.0,33.4,60.1,105.1,4.0,5.23,5.62,6.2,8.06,10.22,11.26,11.26,10.83,9.09,6.36,4.38,12.99,14.83,16.13,17.89,20.9,24.4,26.77,26.97,26.57,23.33,18.1,13.81
China Camp,38.0075,-122.493333333,2426.0,0.840336134454,238.0,171.7,167.6,120.3,54.8,19.7,7.7,0.7,1.7,5.7,33.9,72.2,135.8,2.6,3.99,4.71,5.56,7.49,9.58,10.56,10.56,10.17,8.32,5.35,3.08,11.33,13.38,15.01,17.12,20.41,24.05,26.38,26.37,25.64,22.05,16.54,12.11
China Camp,38.0075,-122.493333333,2687.0,0.247524752475,404.0,213.8,175.7,109.9,47.6,18.0,8.1,0.9,2.4,9.1,57.1,118.2,198.3,4.04,5.32,5.79,6.36,8.07,10.02,10.96,11.04,10.81,9.2,6.5,4.45,12.67,14.83,16.46,18.4,21.4,24.69,26.79,26.72,26.12,22.75,17.48,13.27
China Camp,38.0075,-122.493333333,3718.0,2.85714285714,455.0,215.4,182.3,112.0,51.6,22.0,10.8,1.1,2.7,8.4,45.1,92.3,178.0,2.91,4.24,4.97,5.77,7.59,9.55,10.55,10.76,10.66,8.99,6.0,3.56,11.14,13.19,15.19,17.52,20.72,24.08,26.45,26.91,26.84,23.5,17.62,12.43
China Camp,38.0075,-122.493333333,3886.0,5.3738317757,428.0,176.1,160.1,113.9,53.8,20.5,8.6,0.9,2.3,8.2,48.3,95.4,157.4,4.0,5.02,5.15,5.63,7.59,10.0,11.26,11.36,10.92,9.16,6.45,4.49,12.94,14.59,15.57,17.32,20.74,24.84,27.51,27.53,26.61,23.01,17.76,13.68
China Camp,38.0075,-122.493333333,4309.0,0.845070422535,355.0,169.5,152.6,111.5,57.0,24.3,11.4,1.2,3.1,10.4,55.7,101.1,157.1,3.07,4.19,4.44,5.07,7.19,9.71,10.96,10.9,10.21,8.24,5.43,3.48,11.61,13.4,14.64,16.59,20.1,24.18,26.78,26.73,25.74,22.01,16.59,12.37
China Camp,38.0075,-122.493333333,4739.0,0.239234449761,418.0,156.2,154.8,132.3,64.7,21.8,7.8,0.8,2.1,9.1,60.2,113.3,153.6,4.41,5.42,5.36,5.64,7.47,9.82,10.98,10.96,10.42,8.73,6.28,4.67,13.04,14.6,15.41,16.98,20.26,24.31,26.99,27.08,26.29,22.84,17.74,13.78
China Camp,38.0075,-122.493333333,5089.0,0.243902439024,410.0,146.4,131.9,109.2,55.1,20.2,8.0,0.9,2.8,12.7,84.3,145.0,166.8,3.8,4.77,4.86,5.37,7.42,9.95,11.29,11.38,10.88,9.05,6.29,4.31,12.55,14.23,15.19,16.99,20.53,24.78,27.48,27.36,26.21,22.45,17.18,13.21
China Camp,38.0075,-122.493333333,6543.0,2.57142857143,350.0,192.0,162.3,104.5,49.0,20.5,9.8,1.0,2.7,8.9,49.6,97.9,170.4,3.3,4.51,4.92,5.67,7.84,10.34,11.53,11.42,10.68,8.64,5.73,3.71,11.74,13.81,15.43,17.63,21.15,25.03,27.44,27.27,26.23,22.4,16.82,12.45
China Camp,38.0075,-122.493333333,7241.0,1.38121546961,362.0,208.6,193.4,143.3,67.5,25.0,10.2,1.0,2.7,9.9,60.3,119.4,189.8,4.65,5.58,5.1,5.22,7.34,10.21,11.5,11.0,9.67,7.59,5.4,4.48,12.74,14.07,14.3,15.76,19.65,24.65,27.69,27.23,25.34,21.24,16.3,13.07
China Camp,38.0075,-122.493333333,7598.0,4.50236966825,422.0,165.7,167.3,144.3,71.6,25.0,9.2,0.9,2.4,9.6,60.5,113.2,158.1,3.47,4.71,5.1,5.93,8.27,10.97,12.2,11.93,10.89,8.64,5.7,3.78,11.87,13.61,14.63,16.66,20.63,25.34,28.15,27.71,25.95,21.7,16.25,12.39
China Camp,38.0075,-122.493333333,8062.0,3.1914893617,470.0,130.8,144.5,141.6,72.3,23.9,8.1,0.7,2.0,7.7,48.9,90.6,122.6,3.36,4.56,4.85,5.55,7.75,10.34,11.54,11.31,10.4,8.29,5.48,3.64,12.27,13.97,14.8,16.57,20.27,24.75,27.45,27.04,25.45,21.45,16.3,12.67
China Camp,38.0075,-122.493333333,9053.0,3.61247947455,609.0,112.8,117.7,118.7,53.6,13.8,3.8,0.4,1.2,7.6,67.5,130.0,132.3,3.07,4.25,4.53,5.48,8.23,11.45,12.89,12.36,10.77,8.09,5.04,3.27,11.99,13.84,14.78,16.88,21.14,26.18,28.98,28.08,25.61,20.94,15.56,12.14
China Camp,38.0075,-122.493333333,9264.0,1.53452685422,391.0,189.5,171.4,130.8,65.2,25.5,10.9,1.2,3.2,12.2,73.0,133.2,188.1,3.8,4.86,5.02,5.69,8.03,10.84,12.21,12.02,11.04,8.85,6.0,4.15,12.22,13.93,14.96,16.95,20.83,25.42,28.23,27.94,26.41,22.3,16.85,12.86
China Camp,38.0075,-122.493333333,10310.0,9.95024875622,402.0,132.9,130.3,128.7,70.5,25.0,9.2,1.0,3.2,15.5,105.4,166.3,161.3,3.24,4.49,4.77,5.59,8.1,11.04,12.31,11.78,10.36,7.87,5.0,3.35,11.87,13.74,14.62,16.58,20.67,25.56,28.26,27.34,24.95,20.41,15.2,11.93
China Camp,38.0075,-122.493333333,10758.0,7.11382113821,492.0,194.0,172.6,121.4,54.0,19.4,8.2,0.9,2.3,8.9,56.2,114.7,181.5,2.46,3.62,4.03,5.13,8.0,11.28,12.83,12.45,10.98,8.26,4.99,2.89,11.26,13.21,14.35,16.64,21.04,26.14,28.95,28.01,25.46,20.65,15.08,11.48
China Camp,38.0075,-122.493333333,10910.0,7.4812967581,401.0,173.4,173.5,148.6,64.4,18.1,5.6,0.5,1.6,7.9,61.8,129.5,173.6,3.97,5.08,4.89,5.42,7.99,11.2,12.55,11.77,9.92,7.33,4.8,3.75,12.68,14.39,14.78,16.46,20.68,25.93,28.76,27.56,24.69,19.99,15.1,12.42
China Camp,38.0075,-122.493333333,11643.0,4.98220640569,281.0,153.4,135.9,103.1,51.5,20.2,8.7,0.9,2.7,10.6,64.3,115.7,157.6,1.67,3.23,4.17,5.52,8.2,11.0,12.15,11.63,10.25,7.56,4.2,1.98,10.55,12.93,14.69,17.19,21.21,25.57,27.88,26.94,24.76,20.18,14.55,10.71
China Camp,38.0075,-122.493333333,12158.0,1.02040816327,294.0,147.9,140.1,129.9,60.2,17.2,5.3,0.6,2.0,12.8,111.0,200.2,188.6,2.46,3.58,3.7,4.42,6.91,9.9,11.26,10.85,9.51,7.1,4.28,2.63,11.28,13.09,13.75,15.55,19.6,24.54,27.25,26.25,23.74,19.23,14.2,11.2
China Camp,38.0075,-122.493333333,12521.0,1.40845070423,426.0,206.7,179.8,125.9,50.2,14.9,5.1,0.5,1.6,8.1,64.9,145.0,210.2,2.12,3.53,4.1,5.17,7.81,10.75,11.97,11.39,9.89,7.25,4.14,2.28,10.72,13.02,14.51,16.81,20.81,25.29,27.63,26.57,24.21,19.63,14.21,10.71
China Camp,38.0075,-122.493333333,12973.0,2.1186440678,472.0,137.4,142.6,133.3,65.2,20.6,6.9,0.7,1.9,8.7,60.6,112.7,140.2,1.22,2.97,4.2,5.73,8.44,11.11,12.14,11.57,10.17,7.41,3.9,1.53,10.24,12.63,14.35,16.83,20.88,25.29,27.61,26.6,24.33,19.7,14.1,10.35
China Camp,38.0075,-122.493333333,13392.0,1.32158590308,454.0,189.9,166.7,119.1,55.8,21.2,9.1,1.0,2.6,10.2,63.6,123.6,184.7,3.08,4.43,4.51,5.12,7.52,10.42,11.5,10.62,8.81,6.27,3.76,2.74,11.54,13.62,14.5,16.31,20.15,24.73,27.1,25.9,23.35,18.9,14.01,11.2
China Camp,38.0075,-122.493333333,13818.0,2.39520958084,334.0,215.4,187.3,122.9,51.6,17.5,6.8,0.7,1.9,7.6,51.1,112.2,193.5,0.78,2.4,3.25,4.49,7.12,9.9,10.96,10.26,8.68,5.97,2.78,0.86,9.58,11.84,13.18,15.44,19.53,24.18,26.58,25.41,22.84,18.14,12.79,9.47
China Camp,38.0075,-122.493333333,14250.0,3.83561643836,365.0,251.0,229.7,175.1,75.6,24.3,9.1,0.9,2.7,11.9,88.7,187.0,255.9,5.1,6.43,6.25,6.33,8.03,10.26,11.01,10.27,8.99,7.11,5.18,4.56,12.71,14.6,15.17,16.58,19.98,24.23,26.56,25.64,23.61,19.66,15.11,12.42
China Camp,38.0075,-122.493333333,14689.0,3.81355932203,236.0,241.6,236.3,203.2,89.9,27.5,9.4,0.9,2.8,13.0,100.0,207.7,256.0,3.7,4.99,5.01,5.32,7.2,9.53,10.44,9.91,8.81,6.86,4.59,3.49,11.97,13.46,13.45,14.69,18.53,23.58,26.39,25.38,22.85,18.56,14.07,11.67
China Camp,38.0075,-122.493333333,15135.0,1.32625994695,377.0,240.7,229.4,210.7,92.7,25.5,7.7,0.8,2.8,17.6,161.7,319.0,303.8,3.6,4.72,4.73,5.09,7.0,9.4,10.51,10.3,9.52,7.68,5.23,3.73,12.19,13.52,13.42,14.58,18.37,23.4,26.33,25.58,23.34,19.22,14.7,12.1
Mountain Lake,37.78826,-122.470765,-49.0,0.0556096204643,14386.0,93.3,85.1,69.5,30.5,9.1,2.9,0.5,1.1,4.1,19.4,43.6,73.5,5.98,7.8,9.02,10.4,11.63,12.62,13.2,13.57,13.94,12.65,9.68,6.73,13.52,15.85,17.75,19.53,20.81,22.15,22.12,22.18,23.25,21.99,18.04,14.11
Mountain Lake,37.78826,-122.470765,-42.0,0.0766123415517,14358.0,93.3,85.1,69.5,30.5,9.1,2.9,0.5,1.1,4.1,19.4,43.6,73.5,5.98,7.8,9.02,10.4,11.63,12.62,13.2,13.57,13.94,12.65,9.68,6.73,13.52,15.85,17.75,19.53,20.81,22.15,22.12,22.18,23.25,21.99,18.04,14.11
Mountain Lake,37.78826,-122.470765,-34.0,0.173454520225,14413.0,93.3,85.1,69.5,30.5,9.1,2.9,0.5,1.1,4.1,19.4,43.6,73.5,5.98,7.8,9.02,10.4,11.63,12.62,13.2,13.57,13.94,12.65,9.68,6.73,13.52,15.85,17.75,19.53,20.81,22.15,22.12,22.18,23.25,21.99,18.04,14.11
Mountain Lake,37.78826,-122.470765,-26.0,0.103849349211,14444.0,93.3,85.1,69.5,30.5,9.1,2.9,0.5,1.1,4.1,19.4,43.6,73.5,5.98,7.8,9.02,10.4,11.63,12.62,13.2,13.57,13.94,12.65,9.68,6.73,13.52,15.85,17.75,19.53,20.81,22.15,22.12,22.18,23.25,21.99,18.04,14.11
Mountain Lake,37.78826,-122.470765,-19.0,0.110154905336,14525.0,108.2,87.7,65.9,28.2,8.7,2.9,0.5,1.4,5.8,28.5,62.8,96.5,6.28,7.47,7.76,8.59,9.95,11.57,12.66,13.17,13.42,12.19,9.57,7.06,13.63,15.42,16.55,17.95,19.48,21.48,21.95,22.11,22.97,21.64,17.89,14.28
Mountain Lake,37.78826,-122.470765,-11.0,0.0955696634583,14649.0,98.1,86.6,70.7,35.5,13.2,5.2,0.9,2.0,6.3,24.6,48.4,78.3,5.4,6.9,7.58,8.64,9.97,11.34,12.17,12.51,12.67,11.35,8.63,6.06,12.68,14.41,15.49,16.89,18.46,20.55,21.09,21.26,22.08,20.72,16.96,13.35
Mountain Lake,37.78826,-122.470765,-3.0,0.0962662449288,14543.0,80.4,76.0,70.9,32.0,8.7,2.4,0.4,1.0,4.6,24.5,52.5,71.6,5.51,7.1,8.04,9.29,10.62,11.87,12.68,13.13,13.48,12.18,9.25,6.35,12.76,14.81,16.49,18.19,19.59,21.17,21.44,21.75,22.99,21.77,17.73,13.62
Mountain Lake,37.78826,-122.470765,5.0,0.233564608092,14557.0,107.3,89.7,68.7,27.7,7.8,2.5,0.5,1.2,4.9,26.2,61.3,94.5,6.84,8.18,8.41,9.1,10.29,11.73,12.58,12.82,12.86,11.65,9.32,7.26,13.9,15.87,17.07,18.39,19.71,21.44,21.64,21.6,22.38,21.12,17.58,14.27
Mountain Lake,37.78826,-122.470765,13.0,0.200856989823,14936.0,107.3,89.7,68.7,27.7,7.8,2.5,0.5,1.2,4.9,26.2,61.3,94.5,6.84,8.18,8.41,9.1,10.29,11.73,12.58,12.82,12.86,11.65,9.32,7.26,13.9,15.87,17.07,18.39,19.71,21.44,21.64,21.6,22.38,21.12,17.58,14.27
Mountain Lake,37.78826,-122.470765,20.0,0.272795471595,14663.0,112.4,89.9,67.9,30.3,9.9,3.6,0.7,1.8,7.0,33.3,69.8,102.9,6.45,8.03,8.65,9.48,10.44,11.42,12.02,12.36,12.75,11.73,9.3,6.96,13.6,15.71,17.16,18.5,19.51,20.75,20.74,20.89,22.13,21.17,17.63,14.08
Mountain Lake,37.78826,-122.470765,28.0,0.102207686018,14676.0,127.6,104.5,70.6,32.1,12.2,5.2,0.9,1.9,5.5,21.1,46.2,92.4,6.42,7.92,8.38,9.07,9.94,10.9,11.5,11.86,12.28,11.35,9.06,6.87,13.41,15.43,16.74,17.99,18.99,20.3,20.35,20.53,21.77,20.84,17.37,13.89
Mountain Lake,37.78826,-122.470765,36.0,0.136091453457,14696.0,110.2,96.8,82.8,37.8,11.4,3.6,0.6,1.7,6.9,34.2,71.3,100.1,6.48,7.74,7.98,8.68,9.84,11.24,12.17,12.63,12.93,11.84,9.42,7.12,13.94,15.38,15.87,16.79,18.22,20.44,21.1,21.27,22.07,20.89,17.56,14.45
Mountain Lake,37.78826,-122.470765,42.0,0.239873894867,14591.0,110.2,96.8,82.8,37.8,11.4,3.6,0.6,1.7,6.9,34.2,71.3,100.1,6.48,7.74,7.98,8.68,9.84,11.24,12.17,12.63,12.93,11.84,9.42,7.12,13.94,15.38,15.87,16.79,18.22,20.44,21.1,21.27,22.07,20.89,17.56,14.45
Mountain Lake,37.78826,-122.470765,52.0,0.136677373061,14633.0,129.7,115.3,85.8,36.7,11.4,3.8,0.6,1.4,4.6,20.9,49.1,94.1,5.57,7.19,7.97,8.97,10.05,11.11,11.74,12.09,12.45,11.31,8.7,6.17,12.64,14.5,15.84,17.29,18.63,20.31,20.66,21.0,22.21,21.09,17.28,13.42
Mountain Lake,37.78826,-122.470765,60.0,0.209884901828,14770.0,98.2,92.7,83.5,38.5,11.3,3.4,0.6,1.4,5.4,26.3,55.8,82.9,6.26,7.78,8.34,9.16,10.18,11.26,11.92,12.27,12.61,11.55,9.11,6.78,13.47,15.16,15.98,17.04,18.29,20.13,20.53,20.72,21.7,20.64,17.24,13.97
Mountain Lake,37.78826,-122.470765,68.0,0.159489633174,15048.0,81.5,79.3,78.2,38.7,11.6,3.4,0.6,1.4,5.6,26.8,53.1,72.0,6.72,8.03,8.19,8.83,9.99,11.43,12.3,12.56,12.63,11.46,9.18,7.15,13.95,15.67,16.49,17.61,19.0,21.0,21.42,21.43,22.15,20.89,17.49,14.34
Mountain Lake,37.78826,-122.470765,75.0,0.220127949371,14537.0,85.9,79.0,69.1,33.3,10.9,3.7,0.6,1.5,5.3,23.4,47.6,72.0,5.76,7.07,7.27,8.06,9.5,11.24,12.23,12.36,12.13,10.68,8.24,6.18,13.13,14.63,15.12,16.12,17.72,20.13,20.79,20.73,21.17,19.75,16.41,13.47
Mountain Lake,37.78826,-122.470765,83.0,0.191780821918,14600.0,85.9,79.0,69.1,33.3,10.9,3.7,0.6,1.5,5.3,23.4,47.6,72.0,5.76,7.07,7.27,8.06,9.5,11.24,12.23,12.36,12.13,10.68,8.24,6.18,13.13,14.63,15.12,16.12,17.72,20.13,20.79,20.73,21.17,19.75,16.41,13.47
Mountain Lake,37.78826,-122.470765,90.0,0.223531802479,14763.0,115.1,96.2,71.3,30.6,9.6,3.3,0.6,1.4,5.3,25.0,56.1,94.5,5.4,6.99,7.76,8.78,9.89,10.97,11.65,12.05,12.43,11.3,8.65,6.05,12.42,14.37,15.81,17.28,18.53,20.08,20.32,20.62,21.87,20.79,17.0,13.15
Mountain Lake,37.78826,-122.470765,96.0,0.150623031631,14606.0,96.3,81.2,64.7,27.4,7.9,2.5,0.4,1.2,5.1,26.7,59.4,87.2,5.65,7.2,7.79,8.76,10.05,11.43,12.17,12.32,12.28,10.92,8.36,6.09,12.76,14.85,16.26,17.73,19.05,20.66,20.79,20.76,21.6,20.32,16.66,13.18
Mountain Lake,37.78826,-122.470765,107.0,0.281748213304,14552.0,94.9,83.8,73.8,34.0,10.1,3.1,0.6,1.5,6.5,32.8,67.1,89.1,5.83,7.48,8.19,9.15,10.25,11.35,11.95,12.16,12.34,11.14,8.62,6.28,12.58,14.68,16.14,17.63,18.95,20.53,20.65,20.65,21.53,20.27,16.58,13.03
Mountain Lake,37.78826,-122.470765,117.0,0.13056624519,14552.0,106.2,91.2,78.9,40.5,15.2,6.1,1.2,2.8,9.6,39.0,72.4,98.3,5.98,7.54,8.1,8.84,9.67,10.54,11.09,11.47,11.97,11.08,8.75,6.47,13.27,15.04,16.03,17.15,18.28,19.91,20.2,20.46,21.63,20.67,17.23,13.82
Mountain Lake,37.78826,-122.470765,135.0,0.154238197425,14912.0,112.2,91.8,76.9,34.9,10.8,3.7,0.7,2.0,8.9,46.4,93.6,115.1,6.37,7.82,8.23,8.89,9.77,10.77,11.42,11.84,12.31,11.41,9.11,6.88,13.39,15.32,16.52,17.74,18.84,20.32,20.48,20.66,21.81,20.83,17.34,13.89
Mountain Lake,37.78826,-122.470765,153.0,0.144389438944,14544.0,91.3,81.9,76.9,37.1,11.2,3.5,0.6,1.7,7.7,38.6,74.6,90.4,5.95,7.51,8.09,8.91,9.91,10.95,11.56,11.84,12.13,11.06,8.66,6.4,13.22,15.14,16.22,17.47,18.8,20.6,20.85,20.79,21.52,20.26,16.79,13.56
Mountain Lake,37.78826,-122.470765,191.0,0.255913681007,14458.0,122.5,110.6,89.0,38.0,10.8,3.3,0.5,1.3,5.2,25.7,58.7,97.6,6.27,7.77,8.11,8.74,9.68,10.76,11.37,11.57,11.76,10.73,8.54,6.57,13.72,15.42,16.14,17.16,18.51,20.51,20.91,20.88,21.54,20.31,17.01,14.02
Mountain Lake,37.78826,-122.470765,230.0,0.1246278474,14443.0,143.7,126.2,96.5,46.9,17.9,7.3,1.3,2.6,7.4,27.8,57.7,106.3,7.43,8.63,8.52,8.75,9.48,10.57,11.31,11.71,12.14,11.41,9.52,7.76,14.53,15.79,15.98,16.62,17.83,19.96,20.66,21.0,22.05,21.15,18.05,15.06
Mountain Lake,37.78826,-122.470765,386.0,0.0967051184638,14477.0,101.5,94.3,78.4,37.0,12.2,4.1,0.7,1.5,5.0,21.3,45.4,77.4,5.56,7.22,7.95,8.85,9.84,10.8,11.34,11.6,11.9,10.81,8.34,6.01,12.58,14.43,15.64,17.05,18.47,20.32,20.7,20.86,21.81,20.56,16.83,13.21
Mountain Lake,37.78826,-122.470765,425.0,0.203901311765,14713.0,124.0,103.7,75.7,32.6,10.4,3.6,0.6,1.5,5.4,25.0,56.4,98.8,6.33,7.57,7.86,8.62,9.82,11.26,12.23,12.71,13.03,11.9,9.41,7.01,13.08,14.72,15.73,17.11,18.72,20.88,21.52,21.8,22.71,21.38,17.58,13.87
Mountain Lake,37.78826,-122.470765,464.0,0.268650547634,14517.0,99.7,87.9,72.8,33.0,10.2,3.3,0.6,1.4,5.6,26.7,56.6,85.7,6.17,7.32,7.31,7.92,9.24,10.96,12.01,12.28,12.23,10.95,8.64,6.64,13.27,14.75,15.3,16.35,17.93,20.29,20.99,21.08,21.69,20.34,16.91,13.76
Mountain Lake,37.78826,-122.470765,504.0,0.206228088266,14547.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,542.0,0.157826116791,14573.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,583.0,0.227995025563,14474.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,625.0,0.164789892887,14564.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,667.0,0.205634382069,14589.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,753.0,0.615863562534,14776.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,795.0,0.273785078713,14610.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,837.0,0.473709142586,14777.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,881.0,0.434222131759,14739.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,966.0,0.378888593459,15044.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1009.0,0.526386826832,14818.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1052.0,0.554991539763,14775.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1093.0,0.172211889509,14517.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1177.0,0.2703264712,14427.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1220.0,0.270927405349,14395.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1262.0,0.234466588511,14501.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1342.0,0.294823448749,14585.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1422.0,0.233162347612,15011.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1501.0,0.155889928155,14754.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1582.0,0.364111019511,14556.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1623.0,0.211980306346,14624.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1662.0,0.23435346016,14508.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1703.0,0.152396785813,14436.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mountain Lake,37.78826,-122.470765,1743.0,0.159511755323,14419.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
