SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,Taxon Name,Value,PollenSum,Percentage,Units,Element,Context,Depth,ColUnit
Fiddler's Pond,56.25,-121.42,,,734.0,Picea,67.0,16515.0,0.4056917953375719,NISP,pollen,,40.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,829.0,Picea,52.0,16546.0,0.31427535355977276,NISP,pollen,,45.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,924.0,Picea,50.0,16630.0,0.30066145520144316,NISP,pollen,,50.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,1020.0,Picea,60.0,16593.0,0.3615982643283312,NISP,pollen,,55.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,1115.0,Picea,59.0,16607.0,0.35527187330643706,NISP,pollen,,60.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,1210.0,Picea,55.0,16547.0,0.3323865353236236,NISP,pollen,,65.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,1368.0,Picea,75.0,16621.0,0.4512363877023043,NISP,pollen,,70.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,1527.0,Picea,72.0,16598.0,0.4337872032775033,NISP,pollen,,75.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,1685.0,Picea,66.0,16622.0,0.39706413187342077,NISP,pollen,,80.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,1844.0,Picea,68.0,16596.0,0.40973728609303445,NISP,pollen,,85.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,2002.0,Picea,68.0,16641.0,0.40862928910522206,NISP,pollen,,90.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,2160.0,Picea,82.0,16610.0,0.49367850692354004,NISP,pollen,,95.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,2319.0,Picea,75.0,16603.0,0.4517255917605252,NISP,pollen,,100.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,2477.0,Picea,85.0,16558.0,0.5133470225872689,NISP,pollen,,105.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,2636.0,Picea,114.0,16619.0,0.6859618508935555,NISP,pollen,,110.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,2794.0,Picea,90.0,16586.0,0.5426263113469191,NISP,pollen,,115.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,2952.0,Picea,90.0,16543.0,0.5440367527050716,NISP,pollen,,120.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,3111.0,Picea,77.0,16572.0,0.46463915037412507,NISP,pollen,,125.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,3269.0,Picea,63.0,16622.0,0.37901576224281075,NISP,pollen,,130.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,3428.0,Picea,57.0,16533.0,0.34476501542369803,NISP,pollen,,135.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,3586.0,Picea,86.0,16616.0,0.5175734232065479,NISP,pollen,,140.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,3744.0,Picea,54.0,16544.0,0.32640232108317213,NISP,pollen,,145.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,3903.0,Picea,87.0,16623.0,0.5233712326294893,NISP,pollen,,150.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,4061.0,Picea,76.0,16615.0,0.45741799578693954,NISP,pollen,,155.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,4220.0,Picea,67.0,16602.0,0.4035658354415131,NISP,pollen,,160.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,4378.0,Picea,76.0,16634.0,0.45689551520981125,NISP,pollen,,165.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,4536.0,Picea,95.0,16634.0,0.571119394012264,NISP,pollen,,170.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,4695.0,Picea,82.0,16649.0,0.49252207339780163,NISP,pollen,,175.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,4853.0,Picea,68.0,16618.0,0.40919484895896013,NISP,pollen,,180.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,5012.0,Picea,43.0,16627.0,0.25861550490166596,NISP,pollen,,185.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,5170.0,Picea,59.0,16540.0,0.3567110036275695,NISP,pollen,,190.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,5495.0,Picea,64.0,16529.0,0.38719825760784077,NISP,pollen,,195.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,5820.0,Picea,45.0,16672.0,0.26991362763915544,NISP,pollen,,200.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,6145.0,Picea,40.0,16684.0,0.2397506593143131,NISP,pollen,,205.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,6470.0,Picea,57.0,16602.0,0.34333212865919766,NISP,pollen,,210.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,6795.0,Picea,50.0,16965.0,0.2947244326554671,NISP,pollen,,215.0,FIDDLERS
Fiddler's Pond,56.25,-121.42,,,7120.0,Picea,108.0,16896.0,0.6392045454545455,NISP,pollen,,220.0,FIDDLERS
First Pond,41.135278,-75.026667,,,-34.0,Picea,1.0,23077.162,0.004333288469353381,NISP,pollen,,0.5,FIRST
First Pond,41.135278,-75.026667,,,-8.0,Picea,1.0,23135.14,0.004322428997620071,NISP,pollen,,7.5,FIRST
First Pond,41.135278,-75.026667,,,6.0,Picea,3.0,23152.149,0.012957760422153467,NISP,pollen,,11.5,FIRST
First Pond,41.135278,-75.026667,,,13.0,Picea,4.0,45781.226,0.008737205945511375,NISP,pollen,,13.5,FIRST
First Pond,41.135278,-75.026667,,,28.0,Picea,2.0,45805.235,0.004366313151760929,NISP,pollen,,17.5,FIRST
First Pond,41.135278,-75.026667,,,35.0,Picea,2.0,45750.286,0.004371557371247908,NISP,pollen,,19.5,FIRST
First Pond,41.135278,-75.026667,,,50.0,Picea,6.0,45815.314,0.013096057794125345,NISP,pollen,,23.5,FIRST
First Pond,41.135278,-75.026667,,,57.0,Picea,2.0,45634.281,0.0043826701246810484,NISP,pollen,,25.5,FIRST
First Pond,41.135278,-75.026667,,,79.0,Picea,2.0,45672.328,0.004379019173272708,NISP,pollen,,31.5,FIRST
First Pond,41.135278,-75.026667,,,99.0,Picea,2.0,45628.287,0.004383245857991557,NISP,pollen,,37.0,FIRST
First Pond,41.135278,-75.026667,,,106.0,Picea,2.0,45639.281,0.00438218998235314,NISP,pollen,,39.0,FIRST
First Pond,41.135278,-75.026667,,,114.0,Picea,5.0,45661.282,0.010950196273508045,NISP,pollen,,41.0,FIRST
First Pond,41.135278,-75.026667,,,128.0,Picea,1.0,45656.27,0.002190279670240254,NISP,pollen,,45.0,FIRST
First Pond,41.135278,-75.026667,,,143.0,Picea,2.0,45587.282,0.004387188514551054,NISP,pollen,,49.0,FIRST
First Pond,41.135278,-75.026667,,,157.0,Picea,6.0,45584.295,0.013162427980952652,NISP,pollen,,53.0,FIRST
First Pond,41.135278,-75.026667,,,179.0,Picea,4.0,45651.247,0.008762082665562235,NISP,pollen,,59.0,FIRST
Fish Lake (CA:Nunavut),73.034722,-85.216667,,,470.0,Picea,1.0,89.0,1.1235955056179776,NISP,pollen,,2.0,FISHNWT
Fish Lake (CA:Nunavut),73.034722,-85.216667,,,1481.0,Picea,2.0,372.0,0.5376344086021506,NISP,pollen,,6.0,FISHNWT
Fish Lake (CA:Nunavut),73.034722,-85.216667,,,2492.0,Picea,1.0,93.0,1.0752688172043012,NISP,pollen,,10.0,FISHNWT
Fish Lake (CA:Nunavut),73.034722,-85.216667,,,2997.0,Picea,1.0,93.0,1.0752688172043012,NISP,pollen,,12.0,FISHNWT
Fish Lake (CA:Nunavut),73.034722,-85.216667,,,3502.0,Picea,1.0,88.0,1.1363636363636365,NISP,pollen,,14.0,FISHNWT
Fish Lake (CA:Nunavut),73.034722,-85.216667,,,4007.0,Picea,1.0,81.0,1.2345679012345678,NISP,pollen,,16.0,FISHNWT
Fish Lake (CA:Nunavut),73.034722,-85.216667,,,6546.0,Picea,2.0,35.0,5.714285714285714,NISP,pollen,,28.0,FISHNWT
Beaverhouse Lake,54.742222,-101.681667,,,-26.0,Picea,223.0,1519.0,14.68071099407505,NISP,pollen,,0.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,178.0,Picea,174.0,876.0,19.863013698630137,NISP,pollen,,10.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,483.0,Picea,61.0,536.0,11.380597014925373,NISP,pollen,,25.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,687.0,Picea,187.0,1362.0,13.729809104258445,NISP,pollen,,35.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,789.0,Picea,202.0,1234.0,16.369529983792543,NISP,pollen,,40.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,992.0,Picea,225.0,1496.0,15.040106951871657,NISP,pollen,,50.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,1196.0,Picea,148.0,864.0,17.12962962962963,NISP,pollen,,60.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,1400.0,Picea,163.0,1010.0,16.13861386138614,NISP,pollen,,70.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,1603.0,Picea,134.0,539.0,24.860853432282003,NISP,pollen,,80.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,1807.0,Picea,159.0,849.0,18.727915194346288,NISP,pollen,,90.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,2011.0,Picea,215.0,1603.0,13.412351840299438,NISP,pollen,,100.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,2214.0,Picea,142.0,739.0,19.215155615696887,NISP,pollen,,110.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,2520.0,Picea,272.0,1639.0,16.59548505186089,NISP,pollen,,125.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,2825.0,Picea,311.0,2015.0,15.434243176178661,NISP,pollen,,140.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,3029.0,Picea,260.0,2959.0,8.786752281176073,NISP,pollen,,150.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,3279.0,Picea,102.0,951.0,10.725552050473187,NISP,pollen,,165.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,3439.0,Picea,279.0,2870.0,9.721254355400696,NISP,pollen,,175.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,3598.0,Picea,118.0,788.0,14.974619289340103,NISP,pollen,,185.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,3758.0,Picea,283.0,1705.0,16.59824046920821,NISP,pollen,,195.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,3997.0,Picea,128.0,1445.0,8.858131487889272,NISP,pollen,,210.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,4156.0,Picea,138.0,1864.0,7.4034334763948495,NISP,pollen,,220.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,4316.0,Picea,172.0,1568.0,10.96938775510204,NISP,pollen,,230.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,4475.0,Picea,114.0,1073.0,10.624417520969246,NISP,pollen,,240.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,4635.0,Picea,164.0,1604.0,10.224438902743142,NISP,pollen,,250.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,4794.0,Picea,113.0,1056.0,10.700757575757576,NISP,pollen,,260.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,4953.0,Picea,135.0,1500.0,9.0,NISP,pollen,,270.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,5193.0,Picea,38.0,650.0,5.846153846153846,NISP,pollen,,285.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,5272.0,Picea,173.0,2491.0,6.945002007226013,NISP,pollen,,290.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,5432.0,Picea,74.0,540.0,13.703703703703704,NISP,pollen,,300.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,5591.0,Picea,186.0,1902.0,9.779179810725552,NISP,pollen,,310.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,5751.0,Picea,41.0,808.0,5.074257425742575,NISP,pollen,,320.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,5830.0,Picea,130.0,1220.0,10.655737704918032,NISP,pollen,,325.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,6044.0,Picea,399.0,2313.0,17.250324254215304,NISP,pollen,,335.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,6607.0,Picea,97.0,738.0,13.143631436314362,NISP,pollen,,350.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,6983.0,Picea,105.0,542.0,19.37269372693727,NISP,pollen,,360.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,7359.0,Picea,162.0,922.0,17.570498915401302,NISP,pollen,,370.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,7553.0,Picea,109.0,606.0,17.986798679867988,NISP,pollen,,380.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,7649.0,Picea,97.0,688.0,14.098837209302326,NISP,pollen,,390.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,7746.0,Picea,269.0,610.0,44.09836065573771,NISP,pollen,,400.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,7842.0,Picea,195.0,621.0,31.40096618357488,NISP,pollen,,410.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,7987.0,Picea,204.0,586.0,34.8122866894198,NISP,pollen,,425.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8083.0,Picea,148.0,415.0,35.66265060240964,NISP,pollen,,435.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8228.0,Picea,162.0,579.0,27.979274611398964,NISP,pollen,,450.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8276.0,Picea,101.0,321.0,31.464174454828658,NISP,pollen,,455.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8373.0,Picea,140.0,409.0,34.229828850855746,NISP,pollen,,465.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8421.0,Picea,88.0,305.0,28.852459016393446,NISP,pollen,,470.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8518.0,Picea,84.0,232.0,36.206896551724135,NISP,pollen,,480.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8614.0,Picea,184.0,409.0,44.987775061124694,NISP,pollen,,490.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8711.0,Picea,272.0,507.0,53.64891518737672,NISP,pollen,,500.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8759.0,Picea,47.0,320.0,14.6875,NISP,pollen,,505.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8807.0,Picea,31.0,262.0,11.83206106870229,NISP,pollen,,510.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,8904.0,Picea,25.0,223.0,11.210762331838566,NISP,pollen,,520.0,FLINFLON
Beaverhouse Lake,54.742222,-101.681667,,,9000.0,Picea,28.0,203.0,13.793103448275861,NISP,pollen,,530.0,FLINFLON
Floating Island Lake,44.55,-107.466667,,,0.0,Picea,3.0,20228.0,0.014830927427328456,NISP,pollen,,5.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,703.0,Picea,4.0,20276.0,0.019727756954034326,NISP,pollen,,100.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,780.0,Picea,2.0,20303.0,0.009850760971285032,NISP,pollen,,110.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,857.0,Picea,6.0,20358.0,0.02947244326554671,NISP,pollen,,120.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,935.0,Picea,7.0,20261.0,0.034549133803859634,NISP,pollen,,130.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,2326.0,Picea,9.0,20255.0,0.04443347321648976,NISP,pollen,,300.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,2412.0,Picea,4.0,20300.0,0.019704433497536946,NISP,pollen,,310.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,2498.0,Picea,5.0,20149.0,0.024815127301603058,NISP,pollen,,320.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,2585.0,Picea,8.0,20269.0,0.03946914006611081,NISP,pollen,,330.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,2673.0,Picea,3.0,20273.0,0.014798007201696838,NISP,pollen,,340.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,2761.0,Picea,6.0,20297.0,0.029561018869783712,NISP,pollen,,350.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,2850.0,Picea,5.0,20340.0,0.024582104228121928,NISP,pollen,,360.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,2938.0,Picea,4.0,20305.0,0.01969958138389559,NISP,pollen,,370.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,3028.0,Picea,6.0,20270.0,0.02960039467192896,NISP,pollen,,380.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,3118.0,Picea,11.0,20410.0,0.0538951494365507,NISP,pollen,,390.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,3208.0,Picea,7.0,20280.0,0.03451676528599606,NISP,pollen,,400.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,3299.0,Picea,8.0,20253.0,0.039500320940107636,NISP,pollen,,410.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,3391.0,Picea,7.0,20473.0,0.03419137400478679,NISP,pollen,,420.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,3483.0,Picea,4.0,21632.0,0.01849112426035503,NISP,pollen,,430.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,3575.0,Picea,3.0,20393.0,0.014710930221154318,NISP,pollen,,440.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,3668.0,Picea,7.0,20437.0,0.034251602485687725,NISP,pollen,,450.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,3855.0,Picea,3.0,20306.0,0.014773958435930268,NISP,pollen,,470.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,3949.0,Picea,3.0,20266.0,0.014803118523635646,NISP,pollen,,480.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,4139.0,Picea,4.0,20260.0,0.019743336623889437,NISP,pollen,,500.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,4235.0,Picea,8.0,20299.0,0.0394108084142076,NISP,pollen,,510.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,4331.0,Picea,3.0,20282.0,0.014791440686322849,NISP,pollen,,520.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,4428.0,Picea,5.0,20395.0,0.024515812699190977,NISP,pollen,,530.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,4525.0,Picea,6.0,20310.0,0.029542097488921712,NISP,pollen,,540.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,4622.0,Picea,4.0,20324.0,0.0196811651249754,NISP,pollen,,550.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,4720.0,Picea,2.0,20350.0,0.009828009828009828,NISP,pollen,,560.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,4819.0,Picea,7.0,20320.0,0.0344488188976378,NISP,pollen,,570.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,4918.0,Picea,6.0,20242.0,0.029641339788558443,NISP,pollen,,580.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,5018.0,Picea,6.0,20287.0,0.02957559027948933,NISP,pollen,,590.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,5118.0,Picea,3.0,20270.0,0.01480019733596448,NISP,pollen,,600.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,5218.0,Picea,4.0,20384.0,0.019623233908948195,NISP,pollen,,610.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,5319.0,Picea,4.0,20350.0,0.019656019656019656,NISP,pollen,,620.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,5421.0,Picea,7.0,21135.0,0.03312041637094867,NISP,pollen,,630.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,5522.0,Picea,7.0,20266.0,0.034540609888483176,NISP,pollen,,640.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,5625.0,Picea,7.0,20310.0,0.034465780403742,NISP,pollen,,650.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,5728.0,Picea,3.0,20256.0,0.01481042654028436,NISP,pollen,,660.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,5831.0,Picea,9.0,20311.0,0.044310964501993996,NISP,pollen,,670.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,5935.0,Picea,1.0,20285.0,0.004929751047572098,NISP,pollen,,680.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,6039.0,Picea,5.0,20289.0,0.024643895707033365,NISP,pollen,,690.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,6144.0,Picea,4.0,20352.0,0.019654088050314468,NISP,pollen,,700.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,6249.0,Picea,5.0,20284.0,0.024649970420035493,NISP,pollen,,710.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,6355.0,Picea,2.0,20932.0,0.009554748710108923,NISP,pollen,,720.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,6461.0,Picea,3.0,20586.0,0.01457301078402798,NISP,pollen,,730.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,6568.0,Picea,6.0,20352.0,0.0294811320754717,NISP,pollen,,740.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,6675.0,Picea,6.0,20261.0,0.02961354326045111,NISP,pollen,,750.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,6783.0,Picea,7.0,20288.0,0.03450315457413249,NISP,pollen,,760.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,6891.0,Picea,6.0,20378.0,0.029443517518892924,NISP,pollen,,770.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,7000.0,Picea,7.0,20274.0,0.03452698036894545,NISP,pollen,,780.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,7109.0,Picea,6.0,20276.0,0.02959163543105149,NISP,pollen,,790.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,7218.0,Picea,11.0,20337.0,0.05408860697251316,NISP,pollen,,800.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,7328.0,Picea,7.0,20333.0,0.03442679388186692,NISP,pollen,,810.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,7439.0,Picea,18.0,20305.0,0.08864811622753016,NISP,pollen,,820.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,7550.0,Picea,4.0,20219.0,0.019783372075770314,NISP,pollen,,830.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,7661.0,Picea,7.0,20272.0,0.03453038674033149,NISP,pollen,,840.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,7773.0,Picea,8.0,20329.0,0.039352648925180776,NISP,pollen,,850.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,7886.0,Picea,7.0,20318.0,0.03445220986317551,NISP,pollen,,860.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,7999.0,Picea,15.0,20308.0,0.07386251723458737,NISP,pollen,,870.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,8112.0,Picea,11.0,20257.0,0.05430221651774696,NISP,pollen,,880.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,8226.0,Picea,6.0,20290.0,0.02957121734844751,NISP,pollen,,890.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,8340.0,Picea,9.0,20280.0,0.04437869822485207,NISP,pollen,,900.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,8455.0,Picea,11.0,20334.0,0.05409658699714764,NISP,pollen,,910.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,8571.0,Picea,5.0,20257.0,0.024682825689884978,NISP,pollen,,920.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,8686.0,Picea,11.0,20313.0,0.05415251316890661,NISP,pollen,,930.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,8803.0,Picea,16.0,20230.0,0.07909045971329708,NISP,pollen,,940.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,8919.0,Picea,7.0,20244.0,0.034578146611341634,NISP,pollen,,950.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,9037.0,Picea,56.0,20271.0,0.2762567214246954,NISP,pollen,,960.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,9154.0,Picea,23.0,20247.0,0.113597076110041,NISP,pollen,,970.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,9273.0,Picea,10.0,20233.0,0.049424207977067175,NISP,pollen,,980.0,FLOATIL1
Floating Island Lake,44.55,-107.466667,,,9391.0,Picea,35.0,20295.0,0.17245627001724562,NISP,pollen,,990.0,FLOATIL1
"Fisherman Lake Region, Surface Sample 1",60.275833,-123.734444,,,,Picea,69.0,238.0,28.991596638655466,NISP,pollen,,0.0,FLR-1
Fisherman Lake,60.314167,-123.711944,,,,Picea,71.0,270.0,26.296296296296294,NISP,pollen,,0.0,FLR-2
John Klondike Bog,60.356667,-123.646667,,,,Picea,38.0,864.0,4.398148148148148,NISP,pollen,,0.0,FLR-B
Forest Pond 1,43.471667,-109.938889,,,-40.0,Picea,18.5,1194.5,1.5487651737128505,NISP,pollen,,0.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,-25.0,Picea,9.0,909.0,0.9900990099009901,NISP,pollen,,10.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,-16.0,Picea,13.0,1302.0,0.9984639016897081,NISP,pollen,,16.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,-10.0,Picea,19.0,1148.5,1.654331737048324,NISP,pollen,,20.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,0.0,Picea,15.0,1192.0,1.2583892617449663,NISP,pollen,,27.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,413.0,Picea,25.5,1260.0,2.0238095238095237,NISP,pollen,,30.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,688.0,Picea,40.0,2104.5,1.900688999762414,NISP,pollen,,32.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,963.0,Picea,40.0,1635.5,2.4457352491592785,NISP,pollen,,34.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,1238.0,Picea,30.5,1556.0,1.9601542416452442,NISP,pollen,,36.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,1513.0,Picea,14.0,926.5,1.5110631408526713,NISP,pollen,,38.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,1798.0,Picea,25.0,1509.5,1.6561775422325273,NISP,pollen,,40.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,2095.0,Picea,12.5,775.0,1.6129032258064515,NISP,pollen,,42.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,2391.0,Picea,30.5,1586.0,1.9230769230769231,NISP,pollen,,44.0,FOREST1
Forest Pond 1,43.471667,-109.938889,,,2836.0,Picea,17.5,889.5,1.967397414277684,NISP,pollen,,47.0,FOREST1
