SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,Taxon Name,Value,PollenSum,Percentage,Units,Element,Context,Depth,ColUnit
Lake EC1,56.283333,-75.1,,,2984.0,Picea,347.0,16789.0,2.0668294716778846,NISP,pollen,,33.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,3270.0,Picea,496.0,17206.0,2.8827153318609784,NISP,pollen,,40.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,3474.0,Picea,553.0,17166.0,3.2214843294885243,NISP,pollen,,45.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,3678.0,Picea,429.0,17012.0,2.5217493533976016,NISP,pollen,,50.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,3886.0,Picea,522.0,17226.0,3.0303030303030303,NISP,pollen,,55.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,4097.0,Picea,274.0,16987.0,1.6129981750750575,NISP,pollen,,60.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,4309.0,Picea,322.0,16986.0,1.8956787943011895,NISP,pollen,,65.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,4521.0,Picea,373.0,17120.0,2.1787383177570097,NISP,pollen,,70.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,4732.0,Picea,449.0,17137.0,2.620061854466943,NISP,pollen,,75.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,4944.0,Picea,334.0,17164.0,1.9459333488697272,NISP,pollen,,80.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,5155.0,Picea,380.0,16939.0,2.2433437629139856,NISP,pollen,,85.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,5367.0,Picea,244.0,16910.0,1.4429331756357184,NISP,pollen,,90.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,5578.0,Picea,236.0,17046.0,1.3844890296843835,NISP,pollen,,95.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,5790.0,Picea,227.0,17586.0,1.290799499601956,NISP,pollen,,100.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,5917.0,Picea,224.0,17484.0,1.2811713566689544,NISP,pollen,,103.0,LAKEEC1
Lake EC1,56.283333,-75.1,,,6086.0,Picea,75.0,17978.0,0.4171765491155857,NISP,pollen,,107.0,LAKEEC1
Lake EC2,56.023333,-74.945,,,47.0,Picea,210.0,14398.0,1.4585359077649673,NISP,pollen,,1.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,134.0,Picea,194.0,14277.5,1.3587812992470671,NISP,pollen,,2.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,265.0,Picea,187.5,14295.0,1.3116474291710387,NISP,pollen,,3.5,LAKEEC2
Lake EC2,56.023333,-74.945,,,395.0,Picea,211.0,14200.0,1.4859154929577465,NISP,pollen,,5.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,700.0,Picea,269.0,14404.5,1.867471970564754,NISP,pollen,,8.5,LAKEEC2
Lake EC2,56.023333,-74.945,,,918.0,Picea,239.5,14150.0,1.6925795053003532,NISP,pollen,,11.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,1048.0,Picea,229.5,14234.0,1.6123366587045103,NISP,pollen,,12.5,LAKEEC2
Lake EC2,56.023333,-74.945,,,1266.0,Picea,226.0,14157.5,1.5963270351403849,NISP,pollen,,15.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,1353.0,Picea,308.0,14288.5,2.1555796619659167,NISP,pollen,,16.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,1701.0,Picea,226.0,14203.0,1.5912131239878897,NISP,pollen,,20.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,1963.0,Picea,280.0,14257.5,1.9638786603541996,NISP,pollen,,23.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,2137.0,Picea,251.0,14143.5,1.7746668080743804,NISP,pollen,,25.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,2311.0,Picea,260.0,14251.0,1.8244333730966247,NISP,pollen,,27.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,2529.0,Picea,250.5,14099.5,1.7766587467640698,NISP,pollen,,29.5,LAKEEC2
Lake EC2,56.023333,-74.945,,,3008.0,Picea,227.0,14068.0,1.6135911288029572,NISP,pollen,,35.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,3443.0,Picea,200.0,14094.5,1.418993224307354,NISP,pollen,,40.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,3574.0,Picea,228.5,14147.0,1.615183431116138,NISP,pollen,,45.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,3629.0,Picea,334.0,14287.0,2.3377895989360957,NISP,pollen,,50.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,3685.0,Picea,298.5,14126.0,2.1131247345320685,NISP,pollen,,55.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,3740.0,Picea,256.5,14261.5,1.7985485397749184,NISP,pollen,,60.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,3795.0,Picea,195.5,14192.0,1.3775366403607667,NISP,pollen,,65.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,3850.0,Picea,259.5,14259.5,1.8198394053087417,NISP,pollen,,70.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,3910.0,Picea,131.0,14078.5,0.9304968569094719,NISP,pollen,,75.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,4011.0,Picea,209.0,14232.0,1.468521641371557,NISP,pollen,,80.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,4112.0,Picea,141.5,14065.0,1.0060433700675435,NISP,pollen,,85.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,4213.0,Picea,194.0,14192.0,1.366967305524239,NISP,pollen,,90.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,4314.0,Picea,154.0,14065.0,1.0949164592961251,NISP,pollen,,95.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,4415.0,Picea,208.0,14237.5,1.4609306409130818,NISP,pollen,,100.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,4516.0,Picea,193.5,14267.0,1.3562767225064836,NISP,pollen,,105.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,4617.0,Picea,273.5,14446.0,1.8932576491762425,NISP,pollen,,110.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,4819.0,Picea,223.5,14250.5,1.5683660222448337,NISP,pollen,,120.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,4920.0,Picea,213.0,14170.5,1.50312268445009,NISP,pollen,,125.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,5026.0,Picea,142.5,14068.0,1.012937162354279,NISP,pollen,,130.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,5132.0,Picea,211.0,14406.0,1.4646674996529223,NISP,pollen,,135.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,5238.0,Picea,142.0,14042.0,1.0112519584104829,NISP,pollen,,140.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,5345.0,Picea,288.0,14442.0,1.9941836310760284,NISP,pollen,,145.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,5451.0,Picea,170.0,14078.0,1.2075578917459866,NISP,pollen,,150.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,5557.0,Picea,226.0,14464.5,1.5624459884544921,NISP,pollen,,155.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,5663.0,Picea,79.5,14117.0,0.5631508110788411,NISP,pollen,,160.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,5769.0,Picea,146.5,14498.5,1.0104493568300168,NISP,pollen,,165.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,5875.0,Picea,139.5,14551.0,0.9586969967699815,NISP,pollen,,170.0,LAKEEC2
Lake EC2,56.023333,-74.945,,,5928.0,Picea,146.0,14830.5,0.9844577054044031,NISP,pollen,,172.5,LAKEEC2
Lake GB1,55.110833,-75.248889,,,-4.0,Picea,531.5,17097.0,3.1087325261741827,NISP,pollen,,0.5,LAKEGB1
Lake GB1,55.110833,-75.248889,,,179.0,Picea,377.0,16946.0,2.2247137967661987,NISP,pollen,,3.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,398.0,Picea,445.0,17050.0,2.6099706744868034,NISP,pollen,,6.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,543.0,Picea,426.5,16906.5,2.5226983704492354,NISP,pollen,,8.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,689.0,Picea,409.5,17062.5,2.4,NISP,pollen,,10.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,1054.0,Picea,445.0,17043.0,2.6110426568092473,NISP,pollen,,15.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,1418.0,Picea,399.5,16999.0,2.350138243426084,NISP,pollen,,20.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,1759.0,Picea,316.0,16933.0,1.8661784680800801,NISP,pollen,,25.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,1955.0,Picea,357.5,17038.0,2.0982509684235238,NISP,pollen,,29.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,2249.0,Picea,414.0,17011.0,2.4337193580624303,NISP,pollen,,35.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,2495.0,Picea,432.5,17028.5,2.539859647062278,NISP,pollen,,40.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,2740.0,Picea,331.0,16869.0,1.9621791451775445,NISP,pollen,,45.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,2985.0,Picea,486.0,17161.5,2.8319202866882267,NISP,pollen,,50.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,3230.0,Picea,408.5,16994.5,2.4037188502162463,NISP,pollen,,55.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,3492.0,Picea,462.0,17131.0,2.6968653318545326,NISP,pollen,,60.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,3753.0,Picea,357.5,17014.5,2.101149019953569,NISP,pollen,,65.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,4015.0,Picea,345.5,16995.0,2.0329508679023243,NISP,pollen,,70.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,4276.0,Picea,311.5,17005.5,1.8317603128399635,NISP,pollen,,75.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,4538.0,Picea,346.5,17226.5,2.011435869155081,NISP,pollen,,80.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,4799.0,Picea,304.0,17048.0,1.7832003754106054,NISP,pollen,,85.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,5061.0,Picea,220.0,16778.0,1.3112409107164145,NISP,pollen,,90.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,5322.0,Picea,273.5,16843.5,1.6237717813993529,NISP,pollen,,95.0,LAKEGB1
Lake GB1,55.110833,-75.248889,,,5584.0,Picea,168.0,17029.0,0.9865523518703389,NISP,pollen,,100.0,LAKEGB1
Lake GB2,56.1,-75.283333,,,0.0,Picea,606.0,18110.0,3.3462175593594696,NISP,pollen,,0.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,101.0,Picea,337.0,17156.0,1.9643273490324087,NISP,pollen,,2.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,202.0,Picea,439.0,17115.0,2.565001460706982,NISP,pollen,,4.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,304.0,Picea,420.0,17177.0,2.4451301158525935,NISP,pollen,,6.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,405.0,Picea,323.0,16858.0,1.9160042709692726,NISP,pollen,,8.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,506.0,Picea,397.0,17112.0,2.320009350163628,NISP,pollen,,10.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,607.0,Picea,389.0,17160.0,2.266899766899767,NISP,pollen,,12.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,708.0,Picea,369.0,16999.0,2.170715924466145,NISP,pollen,,14.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,810.0,Picea,258.0,17023.0,1.5155965458497327,NISP,pollen,,16.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,911.0,Picea,337.0,17033.0,1.9785122996536137,NISP,pollen,,18.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,1012.0,Picea,431.0,17111.0,2.5188475249839284,NISP,pollen,,20.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,1113.0,Picea,407.0,17043.0,2.388077216452502,NISP,pollen,,22.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,1214.0,Picea,395.0,16943.0,2.3313462786991677,NISP,pollen,,24.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,1316.0,Picea,520.0,17223.0,3.019218486907043,NISP,pollen,,26.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,1417.0,Picea,348.0,16995.0,2.0476610767872905,NISP,pollen,,28.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,1518.0,Picea,309.0,16935.0,1.824623560673162,NISP,pollen,,30.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,1822.0,Picea,788.0,17618.0,4.472698376660233,NISP,pollen,,36.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,2024.0,Picea,382.0,16962.0,2.252092913571513,NISP,pollen,,40.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,2277.0,Picea,380.0,17049.0,2.22886972842982,NISP,pollen,,45.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,2581.0,Picea,305.0,16996.0,1.7945398917392326,NISP,pollen,,51.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,2834.0,Picea,303.0,16882.0,1.7948110413458123,NISP,pollen,,56.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,2977.0,Picea,310.0,16842.0,1.8406365039781498,NISP,pollen,,60.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3065.0,Picea,352.0,16995.0,2.071197411003236,NISP,pollen,,68.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3087.0,Picea,532.0,17448.0,3.049060064190738,NISP,pollen,,70.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3154.0,Picea,442.0,16966.0,2.6052104208416833,NISP,pollen,,76.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3198.0,Picea,430.0,17055.0,2.521254763998827,NISP,pollen,,80.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3242.0,Picea,598.0,17578.0,3.401979747411537,NISP,pollen,,84.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3308.0,Picea,429.0,17203.0,2.493751089926176,NISP,pollen,,90.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3375.0,Picea,404.0,17087.0,2.364370574120677,NISP,pollen,,96.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3419.0,Picea,368.0,16941.0,2.1722448497727407,NISP,pollen,,100.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3463.0,Picea,324.0,16919.0,1.9150067970920268,NISP,pollen,,104.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3552.0,Picea,349.0,17033.0,2.048963776199143,NISP,pollen,,112.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3596.0,Picea,326.0,16958.0,1.9223965090222905,NISP,pollen,,116.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3640.0,Picea,354.0,17108.0,2.0692073883563245,NISP,pollen,,120.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3715.0,Picea,290.0,17064.0,1.6994842944210033,NISP,pollen,,124.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3828.0,Picea,230.0,16931.0,1.358454905203473,NISP,pollen,,130.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,3940.0,Picea,312.0,16968.0,1.8387553041018387,NISP,pollen,,136.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4015.0,Picea,294.0,16990.0,1.7304296645085344,NISP,pollen,,140.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4090.0,Picea,308.0,17155.0,1.795394928592247,NISP,pollen,,144.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4203.0,Picea,281.0,16925.0,1.6602658788774003,NISP,pollen,,150.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4315.0,Picea,268.0,16878.0,1.5878658608839908,NISP,pollen,,156.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4390.0,Picea,252.0,16969.0,1.485060993576522,NISP,pollen,,160.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4503.0,Picea,259.0,14178.0,1.826773875017633,NISP,pollen,,166.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4615.0,Picea,250.0,14196.0,1.7610594533671458,NISP,pollen,,172.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4690.0,Picea,249.0,16924.0,1.4712833845426614,NISP,pollen,,176.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4765.0,Picea,185.0,16834.0,1.0989663775692053,NISP,pollen,,180.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4840.0,Picea,235.0,16837.0,1.3957355823483995,NISP,pollen,,184.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,4953.0,Picea,427.0,17521.0,2.4370755093887335,NISP,pollen,,190.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,5047.0,Picea,261.0,16991.0,1.5361073509505032,NISP,pollen,,195.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,5141.0,Picea,232.0,16836.0,1.3779995248277501,NISP,pollen,,200.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,5216.0,Picea,303.0,16977.0,1.7847676267891854,NISP,pollen,,204.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,5345.0,Picea,226.0,16885.0,1.33846609416642,NISP,pollen,,210.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,5524.0,Picea,260.0,16950.0,1.5339233038348081,NISP,pollen,,216.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,5643.0,Picea,310.0,17070.0,1.8160515524311658,NISP,pollen,,220.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,5763.0,Picea,258.0,17154.0,1.5040223854494577,NISP,pollen,,224.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,5942.0,Picea,339.0,17768.0,1.9079243583971184,NISP,pollen,,230.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,6121.0,Picea,214.0,17717.0,1.2078794378280748,NISP,pollen,,236.0,LAKEGB2
Lake GB2,56.1,-75.283333,,,6240.0,Picea,156.0,17296.0,0.9019426456984274,NISP,pollen,,240.0,LAKEGB2
Lake Hall,30.521944,-84.249167,,,,Picea,1.0,104739.4,0.0009547505523231945,NISP,pollen,,1370.0,LAKEHALL
Lake LB1,57.916667,-75.616667,,,0.0,Picea,98.5,14888.0,0.6616066630843633,NISP,pollen,,0.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,640.0,Picea,132.5,14629.0,0.9057351835395447,NISP,pollen,,6.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,1067.0,Picea,142.0,14523.5,0.9777257548111681,NISP,pollen,,10.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,1493.0,Picea,149.0,14414.5,1.0336813625169101,NISP,pollen,,14.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,2133.0,Picea,172.0,14413.5,1.1933257015991952,NISP,pollen,,20.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,2292.0,Picea,272.0,14512.0,1.8743109151047408,NISP,pollen,,24.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,2398.0,Picea,223.5,14429.0,1.548963892161619,NISP,pollen,,30.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,2468.0,Picea,157.0,14180.5,1.107154190613871,NISP,pollen,,34.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,2572.0,Picea,175.0,14517.0,1.2054832265619617,NISP,pollen,,40.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,2678.0,Picea,223.0,14382.5,1.5504953937076307,NISP,pollen,,46.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,2748.0,Picea,148.5,14335.5,1.0358899236161976,NISP,pollen,,50.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,2852.0,Picea,223.0,14381.5,1.550603205507075,NISP,pollen,,56.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,2922.0,Picea,205.0,14550.0,1.4089347079037802,NISP,pollen,,60.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,2992.0,Picea,168.5,14421.5,1.1683944111222828,NISP,pollen,,64.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,3373.0,Picea,129.0,14211.0,0.907747519527127,NISP,pollen,,70.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,3809.0,Picea,181.0,14601.0,1.2396411204712006,NISP,pollen,,76.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,4100.0,Picea,129.5,14439.0,0.8968765149941132,NISP,pollen,,80.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,4391.0,Picea,102.5,14303.0,0.7166328742221911,NISP,pollen,,84.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,4827.0,Picea,89.0,14403.5,0.6179053702225153,NISP,pollen,,90.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,5117.0,Picea,85.0,14178.0,0.5995203836930456,NISP,pollen,,94.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,5296.0,Picea,124.0,14610.0,0.8487337440109514,NISP,pollen,,100.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,5380.0,Picea,81.0,14451.5,0.5604954502992768,NISP,pollen,,104.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,5507.0,Picea,96.5,14475.0,0.6666666666666667,NISP,pollen,,110.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,5592.0,Picea,65.5,14189.0,0.4616252026217492,NISP,pollen,,114.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,5719.0,Picea,66.5,14445.0,0.4603669089650398,NISP,pollen,,120.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,5804.0,Picea,73.5,14389.5,0.5107891170645262,NISP,pollen,,124.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,5931.0,Picea,59.5,14258.5,0.41729494687379454,NISP,pollen,,130.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,6058.0,Picea,117.5,14412.0,0.815292811545934,NISP,pollen,,136.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,6142.0,Picea,123.0,14586.0,0.8432743726861375,NISP,pollen,,140.0,LAKELB1
Lake LB1,57.916667,-75.616667,,,6227.0,Picea,123.0,14452.0,0.8510932742872959,NISP,pollen,,144.0,LAKELB1
Lake LR1,58.583333,-75.25,,,88.0,Picea,76.0,15185.0,0.5004939084622984,NISP,pollen,,1.0,LAKELR1
Lake LR1,58.583333,-75.25,,,441.0,Picea,66.0,14419.0,0.4577293848394479,NISP,pollen,,5.0,LAKELR1
Lake LR1,58.583333,-75.25,,,881.0,Picea,83.0,14412.0,0.5759089647515958,NISP,pollen,,10.0,LAKELR1
Lake LR1,58.583333,-75.25,,,1234.0,Picea,101.0,14381.0,0.7023155552465058,NISP,pollen,,14.0,LAKELR1
Lake LR1,58.583333,-75.25,,,1708.0,Picea,75.0,14552.0,0.5153930731170973,NISP,pollen,,18.0,LAKELR1
Lake LR1,58.583333,-75.25,,,2007.0,Picea,91.0,14374.0,0.6330875191317656,NISP,pollen,,20.0,LAKELR1
Lake LR1,58.583333,-75.25,,,2305.0,Picea,94.0,14509.0,0.6478737335446964,NISP,pollen,,22.0,LAKELR1
Lake LR1,58.583333,-75.25,,,2604.0,Picea,96.0,14516.0,0.6613392119041058,NISP,pollen,,24.0,LAKELR1
Lake LR1,58.583333,-75.25,,,2902.0,Picea,118.0,14606.0,0.8078871696563057,NISP,pollen,,26.0,LAKELR1
Lake LR1,58.583333,-75.25,,,3426.0,Picea,143.0,14681.0,0.9740480893672094,NISP,pollen,,32.0,LAKELR1
Lake LR1,58.583333,-75.25,,,3677.0,Picea,106.0,14410.0,0.7356002775850105,NISP,pollen,,42.0,LAKELR1
Lake LR1,58.583333,-75.25,,,3879.0,Picea,136.0,14458.0,0.9406556923502559,NISP,pollen,,50.0,LAKELR1
Lake LR1,58.583333,-75.25,,,4080.0,Picea,93.0,14388.0,0.646371976647206,NISP,pollen,,58.0,LAKELR1
Lake LR1,58.583333,-75.25,,,4282.0,Picea,115.0,14501.0,0.793048755258258,NISP,pollen,,66.0,LAKELR1
Lake LR1,58.583333,-75.25,,,4483.0,Picea,105.0,14458.0,0.7262415271821828,NISP,pollen,,74.0,LAKELR1
Lake LR1,58.583333,-75.25,,,4684.0,Picea,103.0,14424.0,0.7140876317249029,NISP,pollen,,82.0,LAKELR1
Lake LR1,58.583333,-75.25,,,5008.0,Picea,95.0,14412.0,0.65917291146267,NISP,pollen,,90.0,LAKELR1
Lake LR1,58.583333,-75.25,,,5404.0,Picea,69.0,14296.0,0.4826524902070509,NISP,pollen,,98.0,LAKELR1
Lake LR1,58.583333,-75.25,,,5800.0,Picea,91.0,14516.0,0.6268944612841003,NISP,pollen,,106.0,LAKELR1
Lake LR1,58.583333,-75.25,,,6196.0,Picea,102.0,14377.0,0.7094665090074425,NISP,pollen,,114.0,LAKELR1
Lake LR1,58.583333,-75.25,,,6690.0,Picea,122.0,14669.0,0.8316858681573386,NISP,pollen,,124.0,LAKELR1
Lake LR3,58.578333,-75.245,,,0.0,Picea,80.5,15662.5,0.5139664804469274,NISP,pollen,,0.0,LAKELR3
Lake LR3,58.578333,-75.245,,,124.0,Picea,110.5,14789.0,0.7471769558455609,NISP,pollen,,2.5,LAKELR3
Lake LR3,58.578333,-75.245,,,273.0,Picea,71.5,14478.5,0.4938356873985565,NISP,pollen,,5.5,LAKELR3
Lake LR3,58.578333,-75.245,,,496.0,Picea,113.5,14509.5,0.7822461146145628,NISP,pollen,,10.0,LAKELR3
Lake LR3,58.578333,-75.245,,,769.0,Picea,96.5,14398.5,0.670208702295378,NISP,pollen,,15.5,LAKELR3
Lake LR3,58.578333,-75.245,,,992.0,Picea,124.5,14391.5,0.8650939790848765,NISP,pollen,,20.0,LAKELR3
Lake LR3,58.578333,-75.245,,,1240.0,Picea,110.5,14379.0,0.7684818137561722,NISP,pollen,,25.0,LAKELR3
Lake LR3,58.578333,-75.245,,,1463.0,Picea,148.0,14592.5,1.0142196333733082,NISP,pollen,,29.5,LAKELR3
Lake LR3,58.578333,-75.245,,,1984.0,Picea,126.0,14410.5,0.8743624440512127,NISP,pollen,,40.0,LAKELR3
Lake LR3,58.578333,-75.245,,,2480.0,Picea,133.0,14482.0,0.9183814390277587,NISP,pollen,,50.0,LAKELR3
Lake LR3,58.578333,-75.245,,,2976.0,Picea,165.0,14333.0,1.1511895625479662,NISP,pollen,,60.0,LAKELR3
Lake LR3,58.578333,-75.245,,,3472.0,Picea,108.5,14359.0,0.7556236506720524,NISP,pollen,,70.0,LAKELR3
Lake LR3,58.578333,-75.245,,,3968.0,Picea,160.5,14348.5,1.1185838240931107,NISP,pollen,,80.0,LAKELR3
Lake LR3,58.578333,-75.245,,,4464.0,Picea,87.5,14337.0,0.6103089907233034,NISP,pollen,,90.0,LAKELR3
Lake LR3,58.578333,-75.245,,,4960.0,Picea,83.0,14267.5,0.5817417206938847,NISP,pollen,,100.0,LAKELR3
Lake LR3,58.578333,-75.245,,,5208.0,Picea,84.5,14316.5,0.5902280585338595,NISP,pollen,,105.0,LAKELR3
Lake LR3,58.578333,-75.245,,,5456.0,Picea,98.5,14335.0,0.6871294035577258,NISP,pollen,,110.0,LAKELR3
Lake LR3,58.578333,-75.245,,,5704.0,Picea,145.5,14578.5,0.9980450663648524,NISP,pollen,,115.0,LAKELR3
